accession_id,accession_prefix,accession_number,accession_suffix,observation_value,coded_name,method_name,plant_name,taxon,origin,source_type_code,latitude,longitude,data_quality_code,original_value,frequency,low,hign,mean,sdev,ssize,inventory_prefix,inventory_number,inventory_suffix,note
1006139,PI,588955,,4,FBBLNAT,APPLE.FIREBLIGHT,Sweet Delicious,Malus domestica,United States,DEVELOPED,,,,,,,,,,,PI,588955,,
1006285,PI,588962,,4,FBBLNAT,APPLE.FIREBLIGHT,Diana,Malus domestica,Canada,DEVELOPED,,,,,,,,,,,PI,588962,,
1006404,PI,588968,,4,FBBLNAT,APPLE.FIREBLIGHT,Rogers McIntosh,Malus domestica,United States,DEVELOPED,,,,,,,,,,,PI,588968,,
1006501,PI,588974,,4,FBBLNAT,APPLE.FIREBLIGHT,Scheidecker Crab,Malus x scheideckeri,Germany,DEVELOPED,,,,,,,,,,,PI,588974,,
1006526,PI,588975,,4,FBBLNAT,APPLE.FIREBLIGHT,Stayman,Malus domestica,United States,DEVELOPED,,,,,,,,,,,PI,588975,,
1006552,PI,588978,,4,FBBLNAT,APPLE.FIREBLIGHT,Charlamoff,Malus domestica,United States,DONATED,,,,,,,,,,,PI,588978,,
1006555,PI,588979,,4,FBBLNAT,APPLE.FIREBLIGHT,Spencer,Malus domestica,Canada,DEVELOPED,,,,,,,,,,,PI,588979,,
1006645,PI,588985,,4,FBBLNAT,APPLE.FIREBLIGHT,Deacon Jones,Malus domestica,United States,DEVELOPED,,,,,,,,,,,PI,588985,,
1006741,PI,588996,,4,FBBLNAT,APPLE.FIREBLIGHT,Costata,Malus baccata,United States,DONATED,,,,,,,,,,,PI,588996,,
1007098,PI,589020,,4,FBBLNAT,APPLE.FIREBLIGHT,Sweet McIntosh,Malus domestica,United States,DEVELOPED,,,,,,,,,,,PI,589020,,
1007274,PI,589027,,4,FBBLNAT,APPLE.FIREBLIGHT,Loop Spy 2-2-4-4,Malus domestica,United States,DONATED,,,,,,,,,,,PI,589027,,
1007339,PI,589030,,4,FBBLNAT,APPLE.FIREBLIGHT,Minnehaha,Malus domestica,United States,DEVELOPED,,,,,,,,,,,PI,589030,,
1007724,PI,589048,,4,FBBLNAT,APPLE.FIREBLIGHT,Red Westfield Seek-No-Further,Malus domestica,United States,DONATED,,,,,,,,,,,PI,589048,,
1007823,PI,589052,,4,FBBLNAT,APPLE.FIREBLIGHT,Bancroft,Malus domestica,Canada,DEVELOPED,,,,,,,,,,,PI,589052,,
1008018,PI,589058,,4,FBBLNAT,APPLE.FIREBLIGHT,September,Malus hybr.,United States,DEVELOPED,,,,,,,,,,,PI,589058,,
1008233,PI,589067,,4,FBBLNAT,APPLE.FIREBLIGHT,Redgold,Malus domestica,United States,DEVELOPED,,,,,,,,,,,PI,589067,,
1008314,PI,589070,,4,FBBLNAT,APPLE.FIREBLIGHT,Griffith,Malus domestica,United States,DEVELOPED,,,,,,,,,,,PI,589070,,
1008477,PI,589081,,4,FBBLNAT,APPLE.FIREBLIGHT,Sweet Alford,Malus domestica,United States,DONATED,,,,,,,,,,,PI,589081,,
1008572,PI,589085,,4,FBBLNAT,APPLE.FIREBLIGHT,Cardinal,Malus x arnoldiana,United States,DEVELOPED,,,,,,,,,,,PI,589085,,
1008753,PI,589093,,4,FBBLNAT,APPLE.FIREBLIGHT,Winchester,Malus domestica,United States,DEVELOPED,,,,,,,,,,,PI,589093,,
1009238,PI,589113,,4,FBBLNAT,APPLE.FIREBLIGHT,Spijon,Malus domestica,United States,DEVELOPED,,,,,,,,,,,PI,589113,,
1010332,PI,589148,,4,FBBLNAT,APPLE.FIREBLIGHT,Dermen Paragon 6-3-3,Malus domestica,United States,DEVELOPED,,,,,,,,,,,PI,589148,,
1010764,PI,589168,,4,FBBLNAT,APPLE.FIREBLIGHT,Garland,Malus domestica,Canada,DEVELOPED,,,,,,,,,,,PI,589168,,
1010921,PI,589174,,4,FBBLNAT,APPLE.FIREBLIGHT,Flower of Kent,Malus domestica,United Kingdom,DEVELOPED,,,,,,,,,,,PI,589174,,
1011269,PI,589191,,4,FBBLNAT,APPLE.FIREBLIGHT,Collamer Twenty Ounce,Malus domestica,United States,DEVELOPED,,,,,,,,,,,PI,589191,,
1011364,PI,589194,,4,FBBLNAT,APPLE.FIREBLIGHT,Whitney Russet King,Malus domestica,United States,DONATED,,,,,,,,,,,PI,589194,,
1011758,PI,589201,,4,FBBLNAT,APPLE.FIREBLIGHT,Barkley Rome,Malus domestica,United States,DEVELOPED,,,,,,,,,,,PI,589201,,
1012597,PI,589236,,4,FBBLNAT,APPLE.FIREBLIGHT,Dermen Stayman 6-3-3,Malus domestica,United States,DEVELOPED,,,,,,,,,,,PI,589236,,
1013118,PI,589256,,4,FBBLNAT,APPLE.FIREBLIGHT,Montgomery,Malus domestica,United States,DEVELOPED,,,,,,,,,,,PI,589256,,
1013843,PI,589304,,4,FBBLNAT,APPLE.FIREBLIGHT,Red Paducah,Malus domestica,United States,DEVELOPED,,,,,,,,,,,PI,589304,,
1014818,PI,589335,,4,FBBLNAT,APPLE.FIREBLIGHT,Antonovka Debnicka,Malus domestica,Canada,DONATED,,,,,,,,,,,PI,589335,,
1014826,PI,589336,,4,FBBLNAT,APPLE.FIREBLIGHT,Ottawa 11,Malus hybr.,Canada,DONATED,,,,,,,,,,,PI,589336,,
1014902,PI,589345,,4,FBBLNAT,APPLE.FIREBLIGHT,Manitoba Spy,Malus domestica,Canada,DEVELOPED,,,,,,,,,,,PI,589345,,
1014948,PI,589350,,4,FBBLNAT,APPLE.FIREBLIGHT,Fantazja,Malus domestica,,DEVELOPED,,,,,,,,,,,PI,589350,,
1015693,PI,589362,,4,FBBLNAT,APPLE.FIREBLIGHT,Melrose,Malus domestica,United States,DEVELOPED,,,,,,,,,,,PI,589362,,
1016341,PI,589391,,4,FBBLNAT,APPLE.FIREBLIGHT,GMAL 1829,Malus x soulardii,United Kingdom,DONATED,,,,,,,,,,,PI,589391,,
1017058,PI,589432,,4,FBBLNAT,APPLE.FIREBLIGHT,Sekai-Ichi,Malus domestica,Japan,DEVELOPED,,,,,,,,,,,PI,589432,,
1017156,PI,589437,,4,FBBLNAT,APPLE.FIREBLIGHT,Primrouge,Malus domestica,Switzerland,DONATED,,,,,,,,,,,PI,589437,,
1017196,PI,589444,,4,FBBLNAT,APPLE.FIREBLIGHT,Reinette Clochard,Malus domestica,Switzerland,DONATED,,,,,,,,,,,PI,589444,,
1017247,PI,589450,,4,FBBLNAT,APPLE.FIREBLIGHT,Parkland,Malus hybr.,Canada,DEVELOPED,,,,,,,,,,,PI,589450,,
1017256,PI,589452,,4,FBBLNAT,APPLE.FIREBLIGHT,Rossoshanskoje Polosatoje,Malus domestica,Soviet Union,DEVELOPED,,,,,,,,,,,PI,589452,,
1017319,PI,589458,,4,FBBLNAT,APPLE.FIREBLIGHT,Goldgelb 55544,Malus domestica,Germany,COLLECTED,,,,,,,,,,,PI,589458,,
1017400,PI,589469,,4,FBBLNAT,APPLE.FIREBLIGHT,Haralson,Malus domestica,United States,DEVELOPED,,,,,,,,,,,PI,589469,,
1017412,PI,589470,,4,FBBLNAT,APPLE.FIREBLIGHT,Collet,Malus domestica,Canada,DEVELOPED,,,,,,,,,,,PI,589470,,
1017429,PI,589472,,4,FBBLNAT,APPLE.FIREBLIGHT,Noran,Malus domestica,Canada,DEVELOPED,,,,,,,,,,,PI,589472,,
1017455,PI,589475,,4,FBBLNAT,APPLE.FIREBLIGHT,Lindel,Malus domestica,Canada,DEVELOPED,,,,,,,,,,,PI,589475,,
1017497,PI,589482,,4,FBBLNAT,APPLE.FIREBLIGHT,Budagovsky 54-118,Malus domestica,Canada,DONATED,,,,,,,,,,,PI,589482,,
1017524,PI,589486,,4,FBBLNAT,APPLE.FIREBLIGHT,Murray,Malus domestica,Canada,DEVELOPED,,,,,,,,,,,PI,589486,,
1017553,PI,589490,,4,FBBLNAT,APPLE.FIREBLIGHT,Trent,Malus domestica,Canada,DEVELOPED,,,,,,,,,,,PI,589490,,
1017581,PI,589494,,4,FBBLNAT,APPLE.FIREBLIGHT,Patterson,Malus domestica,Canada,DEVELOPED,,,,,,,,,,,PI,589494,,
1017628,PI,589500,,4,FBBLNAT,APPLE.FIREBLIGHT,Cameron,Malus hybr.,Canada,DONATED,,,,,,,,,,,PI,589500,,
1017637,PI,589501,,4,FBBLNAT,APPLE.FIREBLIGHT,Norda,Malus domestica,Canada,DEVELOPED,,,,,,,,,,,PI,589501,,
1017665,PI,589505,,4,FBBLNAT,APPLE.FIREBLIGHT,Z 185,Malus domestica,Netherlands,COLLECTED,,,,,,,,,,,PI,589505,,
1017681,PI,589507,,4,FBBLNAT,APPLE.FIREBLIGHT,Hamilton,Malus hybr.,Canada,DONATED,,,,,,,,,,,PI,589507,,
1017787,PI,589520,,4,FBBLNAT,APPLE.FIREBLIGHT,Rhode Island Greening,Malus domestica,Unknown,COLLECTED,,,,,,,,,,,PI,589520,,
1017816,PI,589525,,4,FBBLNAT,APPLE.FIREBLIGHT,T-3913,Malus domestica,Canada,DONATED,,,,,,,,,,,PI,589525,,
1017889,PI,589533,,4,FBBLNAT,APPLE.FIREBLIGHT,Sampion,Malus domestica,Czech Republic,DONATED,,,,,,,,,,,PI,589533,,
1017890,PI,589534,,4,FBBLNAT,APPLE.FIREBLIGHT,Sudeten Reinette,Malus domestica,Czech Republic,DONATED,,,,,,,,,,,PI,589534,,
1017948,PI,589542,,4,FBBLNAT,APPLE.FIREBLIGHT,Narjadnoye Crysmskoye,Malus domestica,Soviet Union,COLLECTED,,,,,,,,,,,PI,589542,,
1017960,PI,589544,,4,FBBLNAT,APPLE.FIREBLIGHT,Salute,Malus domestica,Ukraine,DEVELOPED,,,,,,,,,,,PI,589544,,
1018022,PI,589554,,4,FBBLNAT,APPLE.FIREBLIGHT,Obilnoye,Malus domestica,Ukraine,DEVELOPED,,,,,,,,,,,PI,589554,,
1018030,PI,589555,,4,FBBLNAT,APPLE.FIREBLIGHT,Joys,Malus domestica,Soviet Union,COLLECTED,,,,,,,,,,,PI,589555,,
1018045,PI,589557,,4,FBBLNAT,APPLE.FIREBLIGHT,Calvil Crymskiy,Malus domestica,Soviet Union,COLLECTED,,,,,,,,,,,PI,589557,,
1018058,PI,589559,,4,FBBLNAT,APPLE.FIREBLIGHT,Crymus,Malus domestica,Ukraine,DEVELOPED,,,,,,,,,,,PI,589559,,
1018072,PI,589561,,4,FBBLNAT,APPLE.FIREBLIGHT,Shaphran Letnij,Malus domestica,Soviet Union,DEVELOPED,,,,,,,,,,,PI,589561,,
1018083,PI,589563,,4,FBBLNAT,APPLE.FIREBLIGHT,Brettacher,Malus domestica,Germany,DONATED,,,,,,,,,,,PI,589563,,
1018088,PI,589564,,4,FBBLNAT,APPLE.FIREBLIGHT,Kaiser Wilhelm,Malus domestica,Germany,COLLECTED,,,,,,,,,,,PI,589564,,
1018113,PI,589567,,4,FBBLNAT,APPLE.FIREBLIGHT,Schneiderapfel,Malus domestica,Germany,DONATED,,,,,,,,,,,PI,589567,,
1018117,PI,589568,,4,FBBLNAT,APPLE.FIREBLIGHT,Kardinal Bea,Malus domestica,Germany,DONATED,,,,,,,,,,,PI,589568,,
1018127,PI,589569,,4,FBBLNAT,APPLE.FIREBLIGHT,Zuccalmaglio,Malus domestica,Germany,DEVELOPED,,,,,,,,,,,PI,589569,,
1018132,PI,589570,,4,FBBLNAT,APPLE.FIREBLIGHT,E36-7,Malus hybr.,United States,DONATED,,,,,,,,,,,PI,589570,,
1018328,PI,589593,,4,FBBLNAT,APPLE.FIREBLIGHT,Blenheim Orange,Malus domestica,United Kingdom,DEVELOPED,,,,,,,,,,,PI,589593,,
1018352,PI,589597,,4,FBBLNAT,APPLE.FIREBLIGHT,Pigeonnet,Malus domestica,Belgium,DONATED,,,,,,,,,,,PI,589597,,
1018362,PI,589598,,4,FBBLNAT,APPLE.FIREBLIGHT,La Paix,Malus domestica,Belgium,DONATED,,,,,,,,,,,PI,589598,,
1018501,PI,589619,,4,FBBLNAT,APPLE.FIREBLIGHT,Hans Trio,Malus hybr.,United States,DEVELOPED,,,,,,,,,,,PI,589619,,
1018518,PI,589622,,4,FBBLNAT,APPLE.FIREBLIGHT,Wetonka,Malus hybr.,United States,DEVELOPED,,,,,,,,,,,PI,589622,,
1018555,PI,589627,,4,FBBLNAT,APPLE.FIREBLIGHT,Giant Crab,Malus hybr.,United States,COLLECTED,,,,,,,,,,,PI,589627,,
1018637,PI,589642,,4,FBBLNAT,APPLE.FIREBLIGHT,Eda,Malus hybr.,United States,DEVELOPED,,,,,,,,,,,PI,589642,,
1018757,PI,589656,,4,FBBLNAT,APPLE.FIREBLIGHT,Cheddar Cross,Malus domestica,United Kingdom,DEVELOPED,,,,,,,,,,,PI,589656,,
1018843,PI,589669,,4,FBBLNAT,APPLE.FIREBLIGHT,Holiday,Malus domestica,United States,DEVELOPED,,,,,,,,,,,PI,589669,,
1018919,PI,589679,,4,FBBLNAT,APPLE.FIREBLIGHT,Fillbarrel,Malus domestica,United Kingdom,DONATED,,,,,,,,,,,PI,589679,,
1018927,PI,589680,,4,FBBLNAT,APPLE.FIREBLIGHT,Suntan,Malus domestica,United Kingdom,DEVELOPED,,,,,,,,,,,PI,589680,,
1018994,PI,589688,,4,FBBLNAT,APPLE.FIREBLIGHT,Sweet Coppin,Malus domestica,United Kingdom,DONATED,,,,,,,,,,,PI,589688,,
1019023,PI,589691,,4,FBBLNAT,APPLE.FIREBLIGHT,Tale Sweet,Malus domestica,United Kingdom,DONATED,,,,,,,,,,,PI,589691,,
1019141,PI,589707,,4,FBBLNAT,APPLE.FIREBLIGHT,Lord Wolsley,Malus domestica,United Kingdom,DEVELOPED,,,,,,,,,,,PI,589707,,
1019463,PI,589713,,4,FBBLNAT,APPLE.FIREBLIGHT,Early Bird Red,Malus domestica,United States,DONATED,,,,,,,,,,,PI,589713,,
1019610,PI,589736,,4,FBBLNAT,APPLE.FIREBLIGHT,Wild Red,Malus hybr.,United States,DONATED,,,,,,,,,,,PI,589736,,
1020225,PI,589776,,4,FBBLNAT,APPLE.FIREBLIGHT,PRI 1316-1,Malus hybr.,United States,DEVELOPED,,,,,,,,,,,PI,589776,,
1020238,PI,589778,,4,FBBLNAT,APPLE.FIREBLIGHT,Co-op 27,Malus hybr.,United States,DEVELOPED,,,,,,,,,,,PI,589778,,
1020319,PI,589790,,4,FBBLNAT,APPLE.FIREBLIGHT,PRI 1484-1,Malus hybr.,United States,DEVELOPED,,,,,,,,,,,PI,589790,,
1020353,PI,589795,,4,FBBLNAT,APPLE.FIREBLIGHT,PRI 2482-100,Malus hybr.,United States,DEVELOPED,,,,,,,,,,,PI,589795,,
1020362,PI,589796,,4,FBBLNAT,APPLE.FIREBLIGHT,PRI 1571-3,Malus hybr.,United States,DEVELOPED,,,,,,,,,,,PI,589796,,
1020462,PI,589809,,4,FBBLNAT,APPLE.FIREBLIGHT,PRI 1660-5,Malus hybr.,United States,DEVELOPED,,,,,,,,,,,PI,589809,,
1021313,PI,589851,,4,FBBLNAT,APPLE.FIREBLIGHT,Potomac,Malus domestica,United States,DEVELOPED,,,,,,,,,,,PI,589851,,
1021821,PI,589886,,4,FBBLNAT,APPLE.FIREBLIGHT,Beverly Hills,Malus domestica,United States,DEVELOPED,,,,,,,,,,,PI,589886,,
1021846,PI,589892,,4,FBBLNAT,APPLE.FIREBLIGHT,Golden Russet,Malus domestica,Unknown,COLLECTED,,,,,,,,,,,PI,589892,,
1021854,PI,589893,,4,FBBLNAT,APPLE.FIREBLIGHT,Holly,Malus domestica,United States,DEVELOPED,,,,,,,,,,,PI,589893,,
1021865,PI,589895,,4,FBBLNAT,APPLE.FIREBLIGHT,Macoun,Malus domestica,United States,DEVELOPED,,,,,,,,,,,PI,589895,,
1021889,PI,589899,,4,FBBLNAT,APPLE.FIREBLIGHT,Red Baron,Malus domestica,United States,DONATED,,,,,,,,,,,PI,589899,,
1021899,PI,589901,,4,FBBLNAT,APPLE.FIREBLIGHT,Redwell,Malus domestica,United States,DEVELOPED,,,,,,,,,,,PI,589901,,
1021930,PI,589906,,4,FBBLNAT,APPLE.FIREBLIGHT,Sweet Sixteen,Malus domestica,United States,DEVELOPED,,,,,,,,,,,PI,589906,,
1021981,PI,589913,,4,FBBLNAT,APPLE.FIREBLIGHT,Dorsett Golden,Malus domestica,United States,DONATED,,,,,,,,,,,PI,589913,,
1022000,PI,589916,,4,FBBLNAT,APPLE.FIREBLIGHT,Glorie van Holland,Malus domestica,Netherlands,DEVELOPED,,,,,,,,,,,PI,589916,,
1022031,PI,589921,,4,FBBLNAT,APPLE.FIREBLIGHT,Odin,Malus domestica,Netherlands,DEVELOPED,,,,,,,,,,,PI,589921,,
1022047,PI,589923,,4,FBBLNAT,APPLE.FIREBLIGHT,Red Dijmanszoet,Malus domestica,Netherlands,DONATED,,,,,,,,,,,PI,589923,,
1023455,PI,590042,,4,FBBLNAT,APPLE.FIREBLIGHT,GMAL 3157,Malus hupehensis,Unknown,COLLECTED,,,,,,,,,,,PI,590042,,
1024573,PI,590111,,4,FBBLNAT,APPLE.FIREBLIGHT,Yellow Autumn Crab Apple,Malus hybr.,Japan,COLLECTED,,,,,,,,,,,PI,590111,,
1024691,PI,590131,,4,FBBLNAT,APPLE.FIREBLIGHT,Isle of Wight Pippin,Malus domestica,United Kingdom,DONATED,,,,,,,,,,,PI,590131,,
1024780,PI,590146,,4,FBBLNAT,APPLE.FIREBLIGHT,Crandall,Malus domestica,United States,DEVELOPED,,,,,,,,,,,PI,590146,,
1024891,PI,590169,,4,FBBLNAT,APPLE.FIREBLIGHT,J-TE-G,Malus domestica,Czechoslovakia,COLLECTED,,,,,,,,,,,PI,590169,,
1086849,PI,588747,,4,FBBLNAT,APPLE.FIREBLIGHT,Florina,Malus domestica,France,DONATED,,,,,,,,,,,PI,588747,,
1133187,PI,127011,,4,FBBLNAT,APPLE.FIREBLIGHT,Imperial,Malus domestica,United Kingdom,DONATED,,,,,,,,,,,PI,127011,,
1133232,PI,127311,,4,FBBLNAT,APPLE.FIREBLIGHT,Amere de Berthecourt,Malus domestica,France,DONATED,,,,,,,,,,,PI,127311,,
1133289,PI,127702,,4,FBBLNAT,APPLE.FIREBLIGHT,Olga Crab,Malus hybr.,United States,COLLECTED,,,,,,,,,,,PI,127702,,
1134377,PI,134668,,4,FBBLNAT,APPLE.FIREBLIGHT,Pomme Cloche,Malus domestica,Switzerland,DONATED,,,,,,,,,,,PI,134668,,
1134394,PI,134807,,4,FBBLNAT,APPLE.FIREBLIGHT,Goldreinette v. Cazis,Malus domestica,Switzerland,DONATED,,,,,,,,,,,PI,134807,,
1134395,PI,134808,,4,FBBLNAT,APPLE.FIREBLIGHT,Glockenapfel,Malus domestica,Switzerland,DONATED,,,,,,,,,,,PI,134808,,
1134665,PI,135983,,4,FBBLNAT,APPLE.FIREBLIGHT,Kurosh Siberica x Bellfleur,Malus hybr.,China,DONATED,,,,,,,,,,,PI,135983,,
1134824,PI,137056,,4,FBBLNAT,APPLE.FIREBLIGHT,Surprise Reinette,Malus domestica,Switzerland,DONATED,,,,,,,,,,,PI,137056,,
1135322,PI,141243,,4,FBBLNAT,APPLE.FIREBLIGHT,Rougemont,Malus domestica,United Kingdom,DEVELOPED,,,,,,,,,,,PI,141243,,
1135663,PI,143180,,4,FBBLNAT,APPLE.FIREBLIGHT,Lobo,Malus domestica,Canada,DEVELOPED,,,,,,,,,,,PI,143180,,
1139525,PI,161761,,4,FBBLNAT,APPLE.FIREBLIGHT,Grosse Launette,Malus domestica,France,DONATED,,,,,,,,,,,PI,161761,,
1140201,PI,162712,,4,FBBLNAT,APPLE.FIREBLIGHT,Colozette,Malus domestica,France,DONATED,,,,,,,,,,,PI,162712,,
1153362,PI,176819,,4,FBBLNAT,APPLE.FIREBLIGHT,Laxton&#39;s Reward,Malus domestica,United Kingdom,DEVELOPED,,,,,,,,,,,PI,176819,,
1161405,PI,188523,,4,FBBLNAT,APPLE.FIREBLIGHT,ShellinKout,Malus domestica,Netherlands,DONATED,,,,,,,,,,,PI,188523,,
1168614,PI,199008,,4,FBBLNAT,APPLE.FIREBLIGHT,Merton Russet,Malus domestica,United Kingdom,DEVELOPED,,,,,,,,,,,PI,199008,,
1168806,PI,199527,,4,FBBLNAT,APPLE.FIREBLIGHT,Korei,Malus domestica,Japan,DEVELOPED,,,,,,,,,,,PI,199527,,
1168808,PI,199532,,4,FBBLNAT,APPLE.FIREBLIGHT,Toyo,Malus domestica,Japan,DEVELOPED,,,,,,,,,,,PI,199532,,
1172620,PI,205462,,4,FBBLNAT,APPLE.FIREBLIGHT,Merton Pippin,Malus domestica,United Kingdom,DEVELOPED,,,,,,,,,,,PI,205462,,
1174513,PI,209939,,4,FBBLNAT,APPLE.FIREBLIGHT,Subtropical Apple,Malus domestica,South Africa,DONATED,,,,,,,,,,,PI,209939,,
1180449,PI,223602,,4,FBBLNAT,APPLE.FIREBLIGHT,Mutsu,Malus domestica,Japan,DEVELOPED,,,,,,,,,,,PI,223602,,
1180727,PI,224610,,4,FBBLNAT,APPLE.FIREBLIGHT,Huvitus,Malus domestica,Finland,DONATED,,,,,,,,,,,PI,224610,,
1197624,PI,259453,,4,FBBLNAT,APPLE.FIREBLIGHT,Piervomaiskoie,Malus domestica,Poland,DONATED,,,,,,,,,,,PI,259453,,
1208408,PI,279643,,4,FBBLNAT,APPLE.FIREBLIGHT,Ivette,Malus domestica,Netherlands,DEVELOPED,,,,,,,,,,,PI,279643,,
1208599,PI,280008,,4,FBBLNAT,APPLE.FIREBLIGHT,Ananas Reinette x James Grieve,Malus domestica,Slovenia,DONATED,,,,,,,,,,,PI,280008,,
1221722,PI,292136,,4,FBBLNAT,APPLE.FIREBLIGHT,Zabaoani,Malus domestica,Israel,DONATED,,,,,,,,,,,PI,292136,,
1222596,PI,293886,,4,FBBLNAT,APPLE.FIREBLIGHT,Smordodina,Malus domestica,United States,DONATED,,,,,,,,,,,PI,293886,,
1226719,PI,300258,,4,FBBLNAT,APPLE.FIREBLIGHT,Belle de Boskoop,Malus domestica,Unknown,COLLECTED,,,,,,,,,,,PI,300258,,
